words,POS
لودن,Noun
لوده,Noun
لوېديځ,Noun
لېور,Noun
لوګر,Noun
لوګری,Noun
لور,Noun
لوری,Noun
څلور,Numerical
څلوربول,Noun
څلوربولي,Noun
څلورپښی,Adjective
څلورخوندي,Noun
څلورستايه,Adjective
څلورغاښی,Noun
څلورلاری,Noun
څلورم,Adjective
څلورڅنډی,Noun
لورنه,Noun
څلور ګوټی,Noun
لورول,Verb
لورونه,Noun
لورينه,Noun
څلوريځه,Noun
لوز,Noun
لوژ,Noun
لوستی,Adjective
لوست,Noun
لوستل,Verb
لوستليکی,Noun
لوستونکی,Noun
لوېشت,Noun
لوېشتکی,Noun
لوېشتول,Verb
لوېشتينک,Noun
لوشکی,Noun
لوشل,Verb
لوشونکی,Noun
لوغ,Noun
لوغړېدل,Verb
لوغزه,Adjective
لوغل,Verb
لوغړن,Adjective
لوغړول,Verb
لوغول,Verb
لوغيدل,Verb
لوكمول,Verb
لوڅکی,Adjective
لوټکی,Noun
لوک,Noun
لوکړ,Noun
لوکاټ,Noun
لوکس,Adjective
لوکسمبورګ,Noun
لوڅکه,Noun
لولۍ,Noun
ګېلول,Verb
ځلول,Verb
لټول,Verb
لوړل,Verb
لولپاند,Adjective
لولپه,Adjective
لول خوړل,Verb
لولکی,Noun
لولو,Noun
لړومی,Adjective
لومړی,Adjective
لړومی,Noun
لوټ ماری,Noun
لوټمار,Noun
لوټماله,Noun
لومبړ,Noun
لومکه,Noun
لومړنی,Adjective
لومنې,Noun
لومه,Noun
لومړی وزير,Noun
لومړی/ړومبی کار پيل که,Sentence
لېونی,Adjective
لوګن,Adjective
لونډ,Adjective
لټون,Noun
لړونی,Noun
لونګ,Noun
لونګۍ,Noun
لېونتوب,Noun
لوند,Adjective
لوند خيشت,Adjective
لوندوالی,Noun
لېونسدی,Adjective
لېونغری,Adjective
لېونغرتی,Adjective
لونل,Verb
لونټی مونټی,Adjective
لونټه,Adjective
لټونه,Noun
لونګين,Noun
لوټه,Noun
لوه,Noun
ټېل وهل,Verb
لوهه,Noun
لېوۀ,Noun
لوړوالی,Noun
لوړې ځورې,Noun
ګلوګوز,Noun
لېوول,Verb
لوټول,Verb
لټوونكى,Adjective
لټوونکی,Noun
لوټي,Adjective
لوي,Adjective
څلويښت,Numerical
څلويښتم,Adjective
څلويښتي,Noun
لږوډير,Adverb
لوينه,Noun
لويوالی,Noun
لويول,Verb
لويي,Noun
لوږے,Noun
لټي,Noun
ليټۍ,Noun
لګيا,Adjective
ليا,Adverb
لياړې,Noun
ليار,Noun
لياقت,Noun
ليبراليزم,Noun
ليبيا,Noun
ليت,Adjective
ليت,Noun
ليتاړه,Noun
ليت پيت,Adjective
ليتری,Adjective
ليتر,Noun
ليتوګرافي,Noun
ليچی,Noun
ليد,Noun
ځليدل,Verb
لګيدل,Verb
ليدل,Verb
ليدل کتل,Noun
ليدنه,Noun
ليده پيده,Adverb
ليدو,Verb
ليدونکی,Noun
ليرې,Adjective
ليډر,Noun
ليره,Noun
څليرويشت,Numerical
څليرويشتم,Adjective
ليريتوب,Noun
ليريوالی,Noun
ډلیيزتګ,Noun
ليس,Noun
ليسانس,Noun
ليسانسه,Noun
ليست,Noun
ليكوال,Noun
ليكى,Noun
ليک,Noun
ليکاڼی,Noun
ليکانی,Noun
ليک دود,Noun
ليکل,Verb
لږ يې کیله کې را ته وښايه,Sentence
ليکمن,Noun
ليکن,Adverb
ليکنی,Noun
ليکنه,Noun
ليکه,Noun
ليکوال,Noun
ليکوالي,Noun
ليکونکی,Noun
لېيل,Verb
ليلا,Noun
ليلام,Noun
ليلامول,Verb
ليلامي,Adjective
ليليه,Noun
ليمڅی,Noun
لينګی,Noun
لينډا,Adjective
لينګته,Noun
ليندۍ,Noun
لينده,Noun
لين دواني,Noun
لينځکه,Noun
لينن,Noun
لينوټايپ,Noun
لينګور,Adjective
ليه,Adjective
ليول,Verb
ليونی,Adjective
ليوه,Noun
ګړم,Adjective
مړ,Adjective
ډم,Noun
څمڅۍ,Noun
مټ,Noun
مړی,Noun
مېږی,Noun
یم,Verb
ماټۍ,Noun
ماڼګی,Noun
ما,ProNoun
ماښام,Noun
ماښامی,Noun
مابين,Noun
ماپښين,Noun
مات,Adjective
ماتې,Noun
ماتاوۍ,Noun
ماتېدل,Verb
ماته,Noun
ماته دکتور پکار دي,Sentence
ماتوړ,Noun
ماتوالی,Noun
ماتوره,Noun
ماتول,Verb
ماتومی,Noun
ماجت,Noun
ماجر,Noun
ماجراجويي,Noun
ماچې,Noun
ماخذ,Noun
ماخستن,Noun
ماده,Noun
مادون,Noun
مادي,Adjective
ټګمار,Noun
مار,Noun
ماربچړی,Noun
مارپيچ,Adjective
مارچ,Noun
مارشال,Noun
مارغه,Noun
مارک,Noun
مارکس,Noun
مارکسيزم,Noun
مارکسيست,Noun
مارکيټ,Noun
ګمارل,Verb
ماره,Noun
ماټرياليزم,Noun
ماټرياليسټ,Noun
مارګير,Noun
مازې,Adverb
مازاد,Noun
مازديګر,Noun
مازغه,Noun
ماسۍ,Noun
ماسپښين,Noun
ماسته,Noun
ماسختن,Noun
ماسټر,Noun
ماش,Noun
ماشه,Noun
ماشوم,Noun
ماشومتوب,Noun
ماشوم زيانونه,Noun
ماشي,Adjective
ماشين,Noun
ماشينخانه,Noun
ماشيندار,Noun
ماشينکار,Noun
ماشيني,Adjective
ماضي,Adjective
ماغزه,Noun
ماغوت,Noun
مافوق,Adjective
مټاک,Noun
مټاکه,Noun
ماکو,Noun
ماکولات,Noun
مال,Noun
مالڅړ,Noun
مالټا,Noun
مالامال,Adjective
مالت,Noun
مالدار,Noun
مالېدل,Verb
مالش,Noun
مالک,Noun
مالکيت,Noun
مالګن,Adjective
مالګنی,Noun
مالټه,Noun
ماله,Noun
مالګړوبی,Noun
مالګوبی,Noun
مالوچ,Noun
مالي,Adjective
ماليات,Noun
ماليار,Noun
ماليخوليا,Noun
ماليده,Noun
ماليزيا,Noun
ماليکيول,Noun
مالګين,Adjective
ماليه,Noun
مړام,Adjective
ماما,Noun
مامته,Noun
مړامتوب,Noun
مړامجا,Adjective
مامک,Noun
ډمامه,Noun
ماموی,Noun
مامور,Noun
ماموريت,Noun
مامورين,Noun
ماموس,Adjective
ماموسۍ,Noun
مړامول,Verb
مامي,Noun
مړاميدل,Verb
ګمان,Noun
مانا,Noun
مانجه,Noun
مانده,Noun
ماندينه,Noun
مانع,Noun
مړانه,Noun
مانډه,Noun
مانه,Noun
مانوره,Noun
مانوس,Adjective
ماڼه,Noun
ماهی,Noun
ماهر,Noun
ماهيت,Noun
ماهي خوړونکی مرغه,Noun
ماهيګير,Noun
مړاو,Adjective
مړاوی,Adjective
ماڼو,Noun
ماورا,Adverb
ماټوره,Noun
مړاوول,Verb
مړاويتوب,Noun
مړاويدل,Verb
ماڼي,Noun
ماڼيجن,Noun
ماڼيچغ,Noun
مايع,Noun
مايکروفون,Noun
مايل,Adjective
مايل,Noun
ماينه,Noun
مايه,Noun
مايوس,Adjective
مټايي,Noun
مباح,Adjective
مباحثه,Noun
مبادله,Noun
مبادي,Noun
مبارز,Adjective
مبارزه,Noun
مبارک,Adjective
مبارکي,Noun
مبالغه,Noun
مباني,Noun
مباهات,Noun
مبتدی,Noun
مبتدا,Noun
مبتذل,Adjective
مبتکر,Adjective
مبتلا,Adjective
ګمبته,Noun
مبحث,Noun
مبدا,Noun
مبرز,Noun
مبرم,Adjective
ډمبره,Noun
مبصر,Noun
ټمبل,Adjective
مبل,Noun
ځمبل,Verb
مبلغ,Noun
مبنا,Noun
ټمبه,Adjective
ټمبه,Noun
مبهم,Adjective
مړڅپی,Adjective
مړڅپن,Adjective
مښتی,Adjective
متړ,Adjective
مړښت,Noun
متابعت,Noun
متاثر,Adjective
متاخر,Adjective
متاذی,Adjective
متار,Noun
متارکه,Noun
متاز,Adjective
متاسف,Adjective
متاسفانه,Adverb
متاع,Noun
متانت,Noun
متاهل,Adjective
متبحر,Adjective
مړتت,Adjective
متتبع,Adjective
متجانس,Adjective
متجاوز,Adjective
متجسس,Adjective
متحجر,Adjective
متحد,Adjective
متحدالمال,Adjective
متحرک,Adjective
متحول,Adjective
متحير,Adjective
متخاصم,Adjective
متخصص,Noun
متداول,Adjective
متدين,Adjective
متر,Noun
مترادف,Adjective
متراکم,Adjective
مترجم,Noun
متردد,Adjective
مترغزي,Noun
مترقي,Adjective
متره,Noun
مترو,Noun
متروك له,Noun
متروک,Adjective
متروکه,Noun
متري,Adjective
متزلزل,Adjective
متساوي,Adjective
متساوي الاضلاع,Noun
متساوي الساقين,Noun
متشبث,Adjective
متشتت,Adjective
متشکر,Adjective
متشکل,Adjective
متشنج,Adjective
متصاعد,Adjective
متصدي,Noun
متصل,Adjective
متضاد,Adjective
متضرر,Adjective
متضمن,Adjective
متعاهد,Adjective
متعدد,Adjective
متعدي,Adjective
متعرض,Adjective
متعصب,Adjective
متعفن,Adjective
متعلق,Adjective
متعلم,Noun
متعهد,Adjective
متغيرا,Adjective
متفاوت,Adjective
متفرق,Adjective
متفرقه,Adjective
متفق,Adjective
متفکر,Adjective
متقابل,Adjective
متقاعد,Adjective
متقبل,Adjective
متقدم,Adjective
متقلب,Adjective
متقي,Adjective
متكى,Adjective
متکامل,Adjective
متکبر,Adjective
متکفل,Adjective
متکلم,Adjective
متکي,Adjective
متل,Noun
مښتل,Verb
متمادي,Adjective
متمارض,Adjective
متمايز,Adjective
متمايل,Adjective
متمتع,Adjective
متمدن,Adjective
متمرد,Adjective
متمرکز,Adjective
متملق,Adjective
متمم,Adjective
متمني,Adjective
متمول,Adjective
متن,Noun
متنګ,Noun
متناسب,Adjective
متناقض,Adjective
متناهي,Adjective
متناوب,Adjective
متنبه,Adjective
متنفر,Adjective
متنقد,Adjective
متنوع,Adjective
مته,Noun
متهم,Adjective
متهور,Adjective
متواتر,Adjective
متوازي,Adjective
متواضع,Adjective
متوالي,Adjective
متوجه,Adjective
متوحش,Adjective
متورم,Adjective
متوسط,Adjective
متوسطه,Noun
متوسل,Adjective
متوطن,Adjective
متوفی,Adjective
متوفي,Adjective
متوقع,Adjective
متوقف,Adjective
متولد,Adjective
متولي,Noun
مېږتون,Noun
متيازن,Adjective
متيازي,Noun
متيقن,Adjective
متين,Adjective
مثال,Noun
مثانه,Noun
مثبت,Adjective
مثقال,Noun
مثل,Noun
مثلث,Noun
مثلثات,Noun
مثمر,Adjective
مثنی,Noun
مثنوي,Noun
مجۍ,Noun
مجادله,Noun
مجارستان,Noun
مجاز,Adjective
مجاز,Noun
مجازات,Noun
مجازي,Adjective
مجال,Noun
مجاني,Adjective
مجاهد,Adjective
مجاهدت,Noun
مجاهده,Noun
مجاور,Adjective
مجاورت,Noun
مجبور,Adjective
مجبورول,Verb
مجبوري,Noun
مجبوريت,Noun
مجبوريدل,Verb
مجتهد,Noun
مجدد,Adjective
مجذوب,Adjective
مجذوم,Adjective
مجرب,Adjective
مجرد,Adjective
مجرم,Noun
مجره,Noun
مجروح,Adjective
مجزا,Adjective
مجسم,Adjective
مجسمه,Noun
مجسمه جوړونکی,Noun
مجعد,Adjective
مجلا,Noun
مجلد,Adjective
مجلس,Noun
مجلل,Adjective
مجله,Noun
مجمر,Noun
مجمع,Noun
مجمع الجزاير,Noun
مجمل,Adjective
مجمه,Noun
مجموعه,Adjective
مجموعه,Noun
مجنون,Noun
مجنون بيد,Noun
مجهز,Adjective
مجهول,Adjective
مجهول الهويه,Adjective
مړجوړا,Adjective
مجوس,Noun
مړجونی,Adjective
مېچ,Noun
مچ,Noun
مچۍ,Noun
مچړۍ,Noun
مچبڼک,Noun
مچپړانګ,Noun
مچچکی,Noun
مچخ,Noun
مچ خورکه(یوډول امریکائي مرغۍ),Noun
مچر,Noun
مچرۍ,Noun
مچردانۍ,Noun
مچرکی,Noun
مچشړ,Noun
مچشړونی,Noun
مچغنه,Noun
مچک,Noun
مچکه,Noun
مچکي,Noun
مچلوغزه,Noun
مچلوغه,Noun
مچمچۍ,Noun
مچنې,Noun
مچنوغزه,Noun
مېچه,Noun
مچه,Noun
مچوړې,Noun
مچ وژی,Noun
مچول,Verb
محاذ,Noun
محاربه,Noun
محاسب,Noun
محاسبه,Noun
محاصره,Noun
محاط,Adjective
محافظ,Noun
محافظه,Noun
محاق,Noun
محاکمه,Noun
محال,Adjective
محاوره,Noun
محبت,Noun
محبس,Noun
محبوب,Noun
محبوبه,Noun
محبوبيت,Noun
محبوس,Noun
محتاج,Adjective
محتاط,Adjective
محترقه مواد,Noun
محترم,Adjective
محترمانه,Adverb
محتسب,Noun
محتکر,Noun
محتمل,Adjective
محتوی,Noun
محتوا,Noun
محتويات,Noun
محجوب,Adjective
محجوبيت,Noun
محدب,Adjective
محدود,Adjective
محذوف,Adjective
محراب,Noun
محراق,Noun
محرر,Noun
محرقه,Noun
محرک,Adjective
محرم,Adjective
محرم,Noun
محرمانه,Adverb
محروقات,Noun
محروم,Adjective
محزون,Adjective
محسک,Adjective
محسنات,Noun
محسوس,Adjective
محسوسات,Noun
محشر,Noun
محشور,Adjective
محصل,Noun
محصور,Adjective
محصول,Noun
محض,Adverb
محظوظ,Adjective
محفظه کار,Noun
محفل,Noun
محفوظ,Adjective
محقر,Adjective
محقق,Noun
محک,Noun
محکم,Adjective
محکمه,Noun
محکوم,Adjective
محل,Noun
محله,Noun
محلول,Noun
محلي,Adjective
محمد,Noun
محمول,Noun
محنت,Noun
محو,Noun
محور,Noun
محوطه,Noun
محول,Adjective
محيط,Noun
محيل,Adjective
څټ مخی,Adjective
مېخ,Noun
مخ,Noun
مخی,Noun
مخابره,Noun
مخارج,Noun
مخاصم,Adjective
مخاطب,Adjective
مخالف,Adjective
مخالفت,Noun
مخالف کول,Verb
مخالف وسله وال,Noun
مخامخ,Adverb
مخامخ کيدل,Verb
مخامخول,Verb
مخاوی,Adjective
مخبر,Noun
مخبنا,Noun
مخ په مخ,Adverb
مخپوټی,Noun
مخ پورته,Adverb
مخپيټک,Noun
مختار,Adjective
مخترع,Noun
مختصات,Noun
مختصر,Adjective
مختل,Adjective
مختلس,Noun
مختلط,Adjective
مختلف,Adjective
مختلف الاضلاع,Noun
مختلونی,Adjective
مختنق,Adjective
مختوری,Adjective
مختورن,Adjective
مختولي,Noun
مخدره مواد,Noun
مخرب,Adjective
مخرج,Noun
مخروڼی,Noun
مخروبه,Noun
مخروج,Adjective
مخروط,Noun
مخروطي,Adjective
مخزن,Noun
مخ سپينی,Noun
مخصوص,Adjective
مخطت,Verb
مخفف,Adjective
مخفف کول,Verb
مخفي,Adjective
مخکښ,Adjective
مېخک,Noun
مخ کښ,Noun
مخ کاته,Noun
مخکنی,Adjective
مخکي,Adverb
مخکينی,Adjective
مخل,Noun
مخلص,Adjective
مخلوط,Adjective
مخلوع,Adjective
مخلوق,Noun
مخمس,Noun
مخمل,Noun
مخمور,Adjective
مخنی,Adjective
مږخندی,Adjective
مږخندی,Noun
مخنيوی,Noun
مخه,Noun
مخه نيول,Verb
مخه ښه,Noun
مړخوږی,Noun
مړخوبه,Adjective
مخ وچونی,Noun
مخور,Adjective
مړخوږک,Adjective
مړخولی,Adjective
مېخول,Verb
مېخي,Adjective
مخيله,Noun
مد,Noun
مداح,Noun
مداحي,Noun
مداخله,Noun
مداخله کول,Verb
مداري,Noun
مدافع,Adjective
مدافعه,Noun
مدام,Adverb
مداوا,Noun
مداوم,Adjective
مدبر,Adjective
مدح,Noun
مدخل,Noun
مدد,Noun
مددګار,Noun
مدرس,Noun
مدرسه,Noun
مدرک,Noun
مدعا,Noun
مدعی عليه,Noun
مدغېچی,Noun
مدغم,Adjective
مدفن,Noun
مړدک,Noun
مړدکی,Noun
مدلل,Adjective
مدني,Adjective
مدنيت,Noun
مدهش,Adjective
مدور,Adjective
مدون,Adjective
مدون,Noun
مديترانه,Noun
مدير,Noun
مديريت,Noun
مدينه,Noun
مديون,Adjective
مذاکره,Noun
مذبذب,Adjective
مذکر,Adjective
مذمت,Noun
مذهب,Noun
مذهبي,Adjective
مګر,Adverb
ښمر,Noun
مټېر,Noun
مټر,Noun
مرګ,Noun
مرګی,Noun
مراتب,Noun
مراجعت,Noun
مراجعه,Noun
مراجعه كوونكى,Noun
مراجعه كوونكى: هغه څوك چه مقنن ياداكتو ته ورځى او مشوره ورسره كوى.,Noun
مراد,Noun
مرادف,Adjective
مراسم,Noun
مراعات,Noun
مرافعه,Noun
مراقبت,Noun
مراکش,Noun
مرام,Noun
مرامنامه,Noun
مرانده,Noun
مرانګور,Noun
ګمراه,Adjective
مراوده,Noun
مربا,Noun
مربع,Noun
مربوط,Adjective
مربي,Noun
مرتب,Adverb
مرتبه,Noun
مرتجع,Adjective
مرتد,Adjective
مرتشي,Noun
مرتفع,Adjective
مرتکب,Adjective
مرثيه,Noun
مرجان,Noun
مرجح,Adjective
مرجع,Noun
مرجوڼا,Noun
مرجيوڼ,Noun
مرچ,Noun
مرچکی,Adjective
مرچک,Noun
مرچه,Noun
مرحله,Noun
مرحمت,Noun
مرحوم,Adjective
مرخنی,Noun
مرخيړی,Noun
مردار,Adjective
مرداردانه,Noun
مردارېدل,Verb
مردارسنګ,Noun
مرداره,Noun
مردارهډی,Noun
مردارول,Verb
مرداري,Noun
مردارى,Noun
مردک,Noun
مردکی,Noun
مردکه,Noun
مردود,Adjective
مرستی,Noun
مرسته,Verb
مرستون,Noun
مرستونی,Noun
مرستيال,Noun
مرسل,Noun
مرسل اليه,Noun
مرشد,Noun
مرصع,Adjective
مرض,Noun
مرضي,Adjective
مرضي,Noun
میر علي,Noun
مرغ,Noun
مرغۍ,Noun
مرغړی,Noun
مرغاچکه,Noun
مرغچی,Noun
مرغچچی,Noun
مرغلره,Noun
مرغلين,Adjective
مرغه,Noun
مرغه چڼه,Noun
مرغۍ ډوډۍ,Noun
مرغوڅی,Noun
مرغوزی,Noun
مرغومی,Noun
مرغوړنه,Noun
مرغيڼا,Adjective
مرفه,Adjective
ګمرک,Noun
مڅرک,Noun
مرڅک,Noun
مرکاوو,Noun
مرکب,Adjective
مرکچي,Noun
مرکز,Noun
مرکزي,Adjective
مرکزيت,Noun
مرکنډۍ,Noun
مرکه,Noun
مرکوال,Noun
مرمۍ,Noun
مرمت,Noun
مرمر,Noun
مرمري,Adjective
مېرڅمن,Noun
میرمن,Noun
مرموز,Adjective
مرهم,Noun
مرهون,Adjective
مرګو,Noun
مرګوټی,Noun
مروۍ,Noun
مروړی,Noun
مرواريد,Noun
مروت,Noun
مروج,Adjective
مرور,Adjective
مروری,Noun
مرورتوب,Noun
مرورتيا,Noun
مروريدل,Verb
مروړل,Verb
مرګونی,Adjective
مروړه,Noun
مريی,Noun
مريږی,Noun
مريتوب,Noun
مريخ,Noun
مريد,Noun
مريدي,Noun
مريزی,Noun
مريض,Noun
مريضي,Noun
مريله,Noun
مريم,Noun
مرينډۍ,Noun
مرڅينک,Noun
مرينوس,Noun
مريڼه,Adjective
مرييل,Verb
مزی,Adjective
مړز,Noun
مزی,Noun
مزاج,Noun
مزاحم,Adjective
مزاحمت,Noun
مزادګی,Noun
مزار,Noun
مېزان,Noun
مېزان الحراره,Noun
مزايده,Noun
مېزپوښ,Noun
مزخرف,Adjective
مزد,Noun
مزدك,Noun
مزدک,Noun
مزدور,Noun
مزدوري,Noun
مېزر,Noun
مېزری,Noun
مزری,Noun
مزروعي,Adjective
مزرين,Adjective
مزغی,Noun
مزل,Noun
مزمن,Adjective
مړزګه,Adjective
مزه,Noun
مېزګوټی,Noun
مزيت,Noun
مزين,Adjective
مېژل,Verb
مړژواند,Adjective
مړژواندی,Adjective
مړژواندی کيدل,Verb
مس,Noun
مسا,Noun
مسابقه,Noun
مساپر,Noun
مساح,Noun
مساحت,Noun
مساحه,Noun
مساعد,Adjective
مساعدت,Noun
مسافر,Noun
مسافرت,Noun
مسافر خانہ,Noun
مسافرو,Noun
مسافه,Noun
مساقري,Noun
مسأله,Noun
مساله,Noun
مسامات,Noun
مسامحه,Noun
مساوات,Noun
مساوي,Adjective
مسبع,Adjective
مست,Adjective
مستې,Noun
مستانه,Adjective
مستاوه,Noun
مستبد,Adjective
مستتر,Adjective
مستثنی,Adjective
مستحضر,Adjective
مستحق,Adjective
مستحکم,Adjective
مستخدم,Noun
مستېدل,Verb
مړسترګی,Adjective
مسترد,Adjective
مستري,Noun
مستريح,Adjective
مستشار,Noun
مستشرق,Noun
مستطيل,Noun
مستعار,Adjective
مستعجل,Adjective
مستعد,Adjective
مستعفی,Adjective
مستعمره,Noun
مستعمل,Adjective
مستغني,Adjective
مستفيد,Adjective
مستقبل,Noun
مستقل,Adjective
مستقل,Adverb
مستقيم,Adjective
مستک,Noun
مستکی,Noun
مستلزم,Adjective
مستمري,Adjective
مستملکات,Noun
مستند,Adjective
مستنطق,Noun
مستهلک,Noun
مستوفي,Noun
مړستون,Noun
مستوي,Adjective
مستي,Noun
مسجد,Noun
مسجع,Adjective
مسح,Noun
مسخ,Noun
مسخر,Adjective
مسخره,Adjective
مسخرګي,Noun
مسدس,Noun
مسېدل,Verb
مسدود,Adjective
مسر,Adjective
مسګر,Noun
مسرۍ,Noun
مسرت,Noun
مسرف,Adjective
مسرور,Adjective
مسطح,Adjective
مسطحه هندسه,Noun
مسعود,Adjective
مسک,Adjective
مسکی,Adjective
مسکا,Noun
مسکېدل,Verb
مسکر,Adjective
مسکن,Adjective
مسکن,Noun
مسکه,Noun
مسکو,Noun
مسکوک,Noun
مسکون,Adjective
مسکين,Adjective
مسلی,Noun
مسل,Verb
مسلح,Adjective
مسلخ,Noun
مسلسل,Adjective
مسلط,Adjective
مسلک,Noun
مسلکي,Adjective
مسلم,Adjective
مسلم,Noun
مسلمان,Noun
مسلماني,Noun
مسله,Noun
مسلول,Adjective
مسمی,Adjective
مسموم,Adjective
مسن,Adjective
مسند,Noun
مسند اليه,Noun
مسهل,Adjective
مسواک,Noun
مسوده,Noun
مسول,Adjective
مسوليت,Noun
مسوه,Noun
مسوول,Adjective
مسووليت,Noun
مسويک,Noun
